Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,snp500,close,log_ret,rv_5,snp500_change
2020-12-01 05:00:00+00:00,205.83086786900017,208.52718688320113,204.71781287908087,207.46209716796875,30904500,0.0,0.0,3662.449951171875,207.46209716796875,0.009947047596925941,0.14142381033375925,0.011271187194776155
2020-12-02 05:00:00+00:00,206.1859017974964,206.7520267240643,204.1900574028058,206.65606689453125,23724500,0.0,0.0,3669.010009765625,206.65606689453125,-0.003892759899173343,0.10457398783003394,0.0017911667548251575
2020-12-03 05:00:00+00:00,205.92680232460577,207.6251915836904,205.00563782977983,205.57177734375,25120900,0.0,0.0,3666.719970703125,205.57177734375,-0.005260644405864343,0.1151744980897382,-0.000624157213091503
2020-12-04 05:00:00+00:00,205.5526461958313,206.66571603517735,204.55471646351504,205.68698120117188,24666000,0.0,0.0,3699.1201171875,205.68698120117188,0.0005602500033935942,0.10288111322297706,0.008836275129611826
2020-12-07 05:00:00+00:00,205.69656170116207,206.81922161640415,204.3724066080497,205.6197967529297,24620000,0.0,0.0,3691.9599609375,205.6197967529297,-0.00032668777876158184,0.0945770651863373,-0.0019356376714373402
2020-12-08 05:00:00+00:00,205.31271750920936,208.17214180932788,204.27641284227593,207.27017211914065,23284100,0.0,0.0,3702.25,207.27017211914065,0.007994304924309433,0.08209827982314932,0.002787148065356293
2020-12-09 05:00:00+00:00,206.4545685538064,206.5217287203082,202.66438960856496,203.2305145263672,32440600,0.0,0.0,3672.820068359375,203.2305145263672,-0.019682247235579244,0.16334481817429902,-0.007949201604598555
2020-12-10 05:00:00+00:00,203.20174406539516,204.4587388392403,201.8487894566273,202.0023193359375,26733300,0.0,0.0,3668.10009765625,202.0023193359375,-0.006061695146813055,0.16403482056218555,-0.0012851080682624305
2020-12-11 05:00:00+00:00,201.5513549081159,204.68905441820556,200.6493850774576,204.6314697265625,30979400,0.0,0.0,3663.4599609375,204.6314697265625,0.012931473473731001,0.20237347662574504,-0.0012649972997506032
2020-12-14 05:00:00+00:00,204.4779014201968,207.46207026114612,204.26680152985983,205.53338623046875,28798400,0.0,0.0,3647.489990234375,205.53338623046875,0.0043978314790496026,0.2061505953810782,-0.004359258971957769
2020-12-15 05:00:00+00:00,206.46419310374057,206.70407807244055,203.6527482984566,205.46627807617188,27000600,0.0,0.0,3694.6201171875,205.46627807617188,-0.00032656063116965684,0.19369564661415162,0.012921249154708825
2020-12-16 05:00:00+00:00,206.06118358324636,211.20431778476424,206.03239855894847,210.40789794921875,35023300,0.0,0.0,3701.169921875,210.40789794921875,0.02376609442251162,0.18569184772261021,0.0017727951669590514
2020-12-17 05:00:00+00:00,210.9739957607864,211.9527303850331,209.10289621547224,210.54220581054688,32515800,0.0,0.0,3722.47998046875,210.54220581054688,0.0006381177469061908,0.16052059473515745,0.005757654753379748
2020-12-18 05:00:00+00:00,209.74575805664065,210.8012574752516,207.27974889339484,209.74575805664065,63354900,0.0,0.0,3709.409912109375,209.74575805664065,-0.003790014350824909,0.17338344643263662,-0.0035111185091528663
2020-12-21 05:00:00+00:00,208.74786494629828,214.93689309140643,208.48878512735112,213.5839385986328,37181900,0.0,0.0,3694.919921875,213.5839385986328,0.01813378909564763,0.19656499936339075,-0.0039062790518439305
2020-12-22 05:00:00+00:00,213.67990881116995,216.50095801273704,212.87389893684067,214.87933349609375,22612200,0.0,0.0,3687.260009765625,214.87933349609375,0.006046720588522593,0.1850729722445659,-0.002073092860288006
