Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,close,log_ret,rv_5
2020-12-01 00:00:00-05:00,117.79745659658983,120.19214819451732,116.82400436522819,119.4620590209961,127728200,0.0,0.0,119.4620590209961,0.030361839805417776,0.16715777546820337
2020-12-02 00:00:00-05:00,118.78064316901394,120.0948096799896,117.68064477339988,119.81250762939453,89004200,0.0,0.0,119.81250762939453,0.0029292612574063417,0.1882415183541365
2020-12-03 00:00:00-05:00,120.24083575457,120.49393545508784,118.9656155022822,119.67623901367188,78967600,0.0,0.0,119.67623901367188,-0.0011379961049427364,0.21321492378776144
2020-12-04 00:00:00-05:00,119.34526925110535,119.59836896840133,118.29393881943233,119.00456237792969,78260400,0.0,0.0,119.00456237792969,-0.005628256691772521,0.24463267328937935
2020-12-07 00:00:00-05:00,119.06294045566084,121.2629445857138,119.00453569816821,120.46471405029297,86712000,0.0,0.0,120.46471405029297,0.01219504890271216,0.22621414984042482
2020-12-08 00:00:00-05:00,121.06827375333532,121.66208029231422,119.82224848300353,121.0780029296875,82225500,0.0,0.0,121.0780029296875,0.005078109619521904,0.10647558519264859
2020-12-09 00:00:00-05:00,121.2239981813297,122.60629848757797,117.78771319139744,118.54700469970703,115089200,0.0,0.0,118.54700469970703,-0.021125444151848853,0.19941510444007482
2020-12-10 00:00:00-05:00,117.30099698433379,120.58153376453309,116.96029017970807,119.96825408935547,81312200,0.0,0.0,119.96825408935547,0.011917612470032398,0.2235587424877966
2020-12-11 00:00:00-05:00,119.17976698694284,119.50100803270227,117.34967931202699,119.1603012084961,86939800,0.0,0.0,119.1603012084961,-0.0067575029203041335,0.22563898075027344
2020-12-14 00:00:00-05:00,119.34523518624412,120.07532431759577,118.31337825719271,118.54700469970703,79184500,0.0,0.0,118.54700469970703,-0.005160109549728144,0.1999949012112309
2020-12-15 00:00:00-05:00,121.03905488619017,124.50455010924838,120.83463079530905,124.48507690429688,157243700,0.0,0.0,124.48507690429688,0.04887629844064174,0.42710060440662695
2020-12-16 00:00:00-05:00,124.0275714003019,124.96207736777791,123.20013093515553,124.41694641113281,98208600,0.0,0.0,124.41694641113281,-0.0005474483008061122,0.36686746372923923
2020-12-17 00:00:00-05:00,125.47800506998152,126.13996040824293,124.64083543417424,125.28331756591797,94359800,0.0,0.0,125.28331756591797,0.006939316904155402,0.3666446756167201
2020-12-18 00:00:00-05:00,125.53641332100761,125.67269604688084,122.7718049671832,123.29747009277344,192541500,0.0,0.0,123.29747009277344,-0.015977821448296042,0.3957729453613092
2020-12-21 00:00:00-05:00,121.70099438309586,124.90365310723669,120.17267468087437,124.82577514648438,121251600,0.0,0.0,124.82577514648438,0.012319074580068288,0.38162349057355943
2020-12-22 00:00:00-05:00,128.11605471749206,130.84172406271304,126.20808171972651,128.37889099121094,168904800,0.0,0.0,128.37889099121094,0.028067011127581063,0.25762859963799617
2020-12-23 00:00:00-05:00,128.65149275201784,128.91431424621467,127.30812347796113,127.48335266113281,88223700,0.0,0.0,127.48335266113281,-0.007000188650503565,0.2718906475210427
2020-12-24 00:00:00-05:00,127.83378405985889,129.91697172820207,127.61962333055864,128.46652221679688,54930100,0.0,0.0,128.46652221679688,0.007682554186190448,0.27229800085107286
2020-12-28 00:00:00-05:00,130.43285473552945,133.69391042104374,129.9655870238762,133.06117248535156,124486200,0.0,0.0,133.06117248535156,0.035140623082702056,0.2657308905490956
2020-12-29 00:00:00-05:00,134.38507537843176,135.1054204796811,130.77356128298763,131.28948974609375,121047300,0.0,0.0,131.28948974609375,-0.013404235504945412,0.33680115444787817
2020-12-30 00:00:00-05:00,131.9806813052001,132.37980036355688,129.8585472989338,130.17005920410156,96452100,0.0,0.0,130.17005920410156,-0.008562987174438421,0.3132440557569568
2020-12-31 00:00:00-05:00,130.5204870277971,131.16296911492586,128.2231389904879,129.16738891601562,99116600,0.0,0.0,129.16738891601562,-0.0077325915821431015,0.314723053208475
2021-01-04 00:00:00-05:00,129.97533030753675,130.06293743283263,123.39479194308862,125.97444152832031,143301900,0.0,0.0,125.97444152832031,-0.025030110355206973,0.3635065528011588
2021-01-05 00:00:00-05:00,125.46825325569431,128.24259796257226,125.02045870880843,127.53196716308594,97664900,0.0,0.0,127.53196716308594,0.012288014658178205,0.21445717441543555
2021-01-06 00:00:00-05:00,124.32931330194879,127.57091083555537,123.02488352210123,123.23904418945312,155088000,0.0,0.0,123.23904418945312,-0.03424113800651291,0.2842194605579666
2021-01-07 00:00:00-05:00,124.95233855838183,128.1355317571745,124.46561240551398,127.44437408447266,109578200,0.0,0.0,127.44437408447266,0.03355406969554352,0.4380660867069527
2021-01-08 00:00:00-05:00,128.91425901030706,129.10896132011973,126.77266728567469,128.5443572998047,105158200,0.0,0.0,128.5443572998047,0.008594050054945448,0.44512463168930705
