,RF,XGB,GBR,LGBM,CAT,EXTRATREES,CL_RF,CL_XGB
bb_upper,0.1265584959686428,0.056294844,0.14520735899383566,119,11.38923936833879,0.10662847037186968,0.09471822315308291,0.069556765
atr_14,0.10811983478531695,0.055705223,0.08778190591465172,93,8.283951887705445,0.09409828156455947,0.08671010164525551,0.063542396
momentum_10,0.08521343145763519,0.060846087,0.09206066886883761,130,6.650184137314119,0.06360314301706117,0.09139733042894775,0.06415866
stoch_k,0.057682500942106724,0.05692626,0.055974851593020215,81,9.689170626666169,0.06487076006482098,0.07009988310027454,0.059990473
rolling_kurt_20,0.09346674510737824,0.0655976,0.11415314473333017,107,11.790566563335785,0.08966912103573273,0.09777711094130355,0.0723162
rolling_skew_20,0.09605708956979715,0.06242851,0.10945100845470795,100,4.150036785021084,0.080868547088551,0.09017157835241393,0.06847126
kw_2_search,0.0022086187079494233,0.0419693,0.002367305095494142,0,1.1145541564709431,0.01318845402804345,0.004954894445956755,0.06949333
kw_3_search_lag_2,0.033615395811148446,0.06950515,0.03092376132464375,40,3.6455472466398224,0.04063765339260775,0.05507697095353528,0.06603695
snp500_change_lag_3,0.10127391746818167,0.06335027,0.08346983555469102,98,10.695169023707486,0.08304030405255913,0.09911558848291899,0.07389084
log_ret_lag_7,0.11295608848409354,0.06307391,0.11030346957948053,157,10.115884975300677,0.10101489383259729,0.0965335183715963,0.067671515
kw_3_search,0.030530180227009047,0.080208205,0.023513978491059427,48,4.38591882137666,0.04998179421372929,0.05589914219848078,0.07112796
kw_2_search_lag_3,0.0021886810729501286,0.1013407,0.0031450302923108873,0,0.755146030505831,0.009441827909123745,0.006432508742424748,0.06131844
log_ret_lag_1,0.10444911393933277,0.063041836,0.10345993804055728,141,7.486636167227438,0.09807484322118563,0.0909990439407588,0.06127224
kw_3_news_lag_2,0.009633625801042489,0.09325644,0.00944804010221757,19,2.525340094671025,0.03542177150171367,0.013202319689095054,0.05803494
day_of_week,0.03604628065741559,0.06645555,0.02873970296116192,53,7.322654115718701,0.06946013470584506,0.04691178555395506,0.07311801
