Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,snp500,vix_close,qqq_close,close,log_ret,rv_5,snp500_change,vix_change,qqq_change,earnings_week
2021-04-12 04:00:00+00:00,137.81484675969273,139.29415347670954,137.80599349184453,138.14259338378906,12273400,0.0,0.0,4127.990234375,,326.7147216796875,138.14259338378906,-0.002113785333624558,0.13921570485033916,-0.00019607884876882142,0.0,-0.0013051575037135166,1
2021-04-13 04:00:00+00:00,137.07958928218827,137.47820250896228,135.02449622153836,136.4949493408203,16113600,0.0,0.0,4141.58984375,,330.5285339355469,136.4949493408203,-0.011998824300783533,0.16395938038322522,0.0032944868090414303,0.0,0.011673218262868712,1
2021-04-14 04:00:00+00:00,134.1741389849991,136.26465887240974,133.69579224323164,133.94383239746094,19939600,0.0,0.0,4124.66015625,,326.55950927734375,133.94383239746094,-0.018867061908986845,0.16711353493831388,-0.004087726727828533,0.0,-0.012008115036074574,0
2021-04-15 04:00:00+00:00,133.9792884522843,134.82080855249802,132.26967492885095,134.7942352294922,17694100,0.0,0.0,4170.419921875,,331.508544921875,134.7942352294922,0.006328881338576438,0.1820803673242073,0.01109419052516647,0.0,0.015155080479766658,0
2021-04-16 04:00:00+00:00,136.30008782568052,136.86700779569176,135.25483462202538,135.79518127441406,13773400,0.0,0.0,4185.47021484375,,331.89678955078125,135.79518127441406,0.007398298303017358,0.1818763790558972,0.0036088195555097347,0.0,0.0011711451630840308,0
2021-04-19 04:00:00+00:00,135.90148621047948,136.30896630973294,134.8385128650192,135.2194061279297,11900200,0.0,0.0,4163.259765625,,328.859375,135.2194061279297,-0.00424904074923242,0.18122239845288496,-0.005306560094486046,0.0,-0.009151684036752372,0
2021-04-20 04:00:00+00:00,134.41333253202296,134.42218580025943,131.6761588056715,132.22537231445312,13716700,0.0,0.0,4134.93994140625,,326.46246337890625,132.22537231445312,-0.0223908570451576,0.21998790881541386,-0.006802319771775922,0.0,-0.007288561018197415,0
2021-04-21 04:00:00+00:00,130.91435497412823,133.41235522207234,130.0285415840385,133.350341796875,12236700,0.0,0.0,4173.419921875,,329.2572021484375,133.350341796875,0.008471981068386713,0.2072861874128908,0.009306055472153574,0.0,0.008560674144909353,0
2021-04-22 04:00:00+00:00,133.0757705226054,133.1377839611835,130.44490310505614,130.54234313964844,15256100,0.0,0.0,4134.97998046875,,325.2882385253906,130.54234313964844,-0.02128217114362596,0.23724045357461865,-0.009210657476561801,0.0,-0.012054295539016269,0
2021-04-23 04:00:00+00:00,130.37399184308134,133.87296510634272,129.93995198713216,133.04029846191406,14041900,0.0,0.0,4180.169921875,,329.3835144042969,133.04029846191406,0.018954435644710537,0.28830553540414333,0.010928696540176919,0.0,0.012589683222089754,0
2021-04-26 04:00:00+00:00,133.56295255247787,135.05112619533114,133.20863257469605,133.36807250976562,10799100,0.0,0.0,4187.6201171875,,331.528076171875,133.36807250976562,0.00246069004547603,0.2919972195511203,0.001782270924804541,0.0,0.00651083516264217,0
2021-04-27 04:00:00+00:00,133.3149033223302,134.26273005311032,132.9694366716541,133.97926330566406,12821200,0.0,0.0,4186.72021484375,,330.0917663574219,133.97926330566406,0.004572268197935033,0.2349492584424198,-0.00021489588801437698,0.0,-0.00433239269216068,0
2021-04-28 04:00:00+00:00,135.02452630477427,135.4320064046326,134.11213960955956,134.8473663330078,8943700,0.0,0.0,4183.18017578125,,328.9757995605469,134.8473663330078,0.0064584825248475445,0.23221703101065067,-0.0008455399168898481,0.0,-0.003380777440133542,0
2021-04-29 04:00:00+00:00,136.0078056696996,137.54912610298533,135.70663230852807,137.4694061279297,12976900,0.0,0.0,4211.47021484375,,330.15972900390625,137.4694061279297,0.01925787241159723,0.1290025696132105,0.006762806734045723,0.0,0.003598834458160338,0
2021-04-30 04:00:00+00:00,136.50379581840733,136.84926236574873,135.5382493256128,136.2469024658203,11705100,0.0,0.0,4181.169921875,,327.9956970214844,136.2469024658203,-0.008932692372733511,0.1599085805035955,-0.007194706699326425,0.0,-0.0065545001171123385,0
2021-05-03 04:00:00+00:00,137.16817890684598,137.7262320295545,135.64457912730393,135.8483123779297,11801100,0.0,0.0,4192.66015625,,326.2488708496094,135.8483123779297,-0.0029297859812234335,0.16911294345835584,0.002748090747253684,0.0,-0.005325759416168752,0
2021-05-04 04:00:00+00:00,135.41425391041884,137.86796015667355,134.7676140859934,137.72622680664062,12977700,0.0,0.0,4164.66015625,,320.3778991699219,137.72622680664062,0.013728937865169799,0.18397926090977412,-0.006678337608227225,0.0,-0.017995377775250065,0
2021-05-05 04:00:00+00:00,138.18688509440503,140.2065384875466,136.97332510825962,139.5333251953125,10506700,0.0,0.0,4167.58984375,,319.3006591796875,139.5333251953125,0.013035612047597383,0.19185721147142232,0.0007034637617677753,0.0,-0.003362404189007573,0
2021-05-06 04:00:00+00:00,140.0205126269201,142.4564991637856,139.214419292594,142.34133911132812,13542400,0.0,0.0,4201.6201171875,,321.7073974609375,142.34133911132812,0.019924506641876248,0.19461580319540123,0.008165456466051824,0.0,0.0075375299488360525,0
2021-05-07 04:00:00+00:00,139.26757872402914,143.0588588557328,139.09041875381146,142.82855224609375,14257800,0.0,0.0,4232.60009765625,,324.3177490234375,142.82855224609375,0.0034170059574094177,0.14430448134432022,0.007373341616968343,0.0,0.008114055141728471,0
2021-05-10 04:00:00+00:00,143.0588328909906,145.03419255745274,142.72221954716375,142.81080627441406,14014300,0.0,0.0,4188.43017578125,,316.1273193359375,142.81080627441406,-0.00012425438703151328,0.12980553667683664,-0.010435647322188157,0.0,-0.02525433687228784,0
2021-05-11 04:00:00+00:00,142.68678636476108,143.84719944929452,139.99390677160545,140.4368133544922,15451700,0.0,0.0,4152.10009765625,,315.690673828125,140.4368133544922,-0.016763060630925274,0.222191254122111,-0.00867391280271812,0.0,-0.0013812330700482267,0
2021-05-12 04:00:00+00:00,141.38462721007508,142.42102689881787,139.09922782601342,139.4712677001953,14381700,0.0,0.0,4063.0400390625,,307.51959228515625,139.4712677001953,-0.006899046861382303,0.21551285973267006,-0.021449400664502738,0.0,-0.025883189528169037,0
2021-05-13 04:00:00+00:00,140.1179314535284,143.90035776316472,139.675024834672,143.058837890625,15395000,0.0,0.0,4112.5,,309.89715576171875,143.058837890625,0.025397385676002623,0.24850823375657988,0.012173141406923493,0.0,0.007731421139365535,0
2021-05-14 04:00:00+00:00,143.8472134198371,145.6719865559239,143.49289352569042,145.2822265625,10584000,0.0,0.0,4173.85009765625,,316.7387390136719,145.2822265625,0.015422241327331936,0.26956984964127095,0.014917956876899785,0.0,0.022076947544538372,0
2021-05-17 04:00:00+00:00,144.71530713074833,146.02632047986253,144.4141338680211,145.8668670654297,9886800,0.0,0.0,4163.2900390625,,314.81719970703125,145.8668670654297,0.004016095543703272,0.267749635830892,-0.0025300521932207776,0.0,-0.0060666381151365245,0
2021-05-18 04:00:00+00:00,145.87571576174523,146.6020890959109,143.71434284126835,143.81178283691406,11098100,0.0,0.0,4127.830078125,,312.6919860839844,143.81178283691406,-0.014188955296918509,0.2553692521471196,-0.008517292959364653,0.0,-0.0067506274276774025,0
