Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,snp500,vix_close,qqq_close
2021-02-22 00:00:00-05:00,129.33760313507204,132.2612894153277,129.26715140620274,131.57440185546875,11488400,0.0,0.0,3876.5,23.450000762939453,312.9048767089844
2021-02-23 00:00:00-05:00,133.42373841675706,134.1282424216432,131.73293686740809,132.6311798095703,16234400,0.0,0.0,3881.3701171875,23.110000610351562,311.9732666015625
2021-02-24 00:00:00-05:00,132.19084511836638,135.40512648463982,132.19084511836638,134.96481323242188,15061400,0.0,0.0,3925.429931640625,21.34000015258789,314.544921875
2021-02-25 00:00:00-05:00,135.8542484039,136.4090339390245,132.61353602802896,133.1331024169922,18127700,0.0,0.0,3829.340087890625,28.889999389648438,303.5790100097656
2021-02-26 00:00:00-05:00,132.358203185068,132.86015344506924,129.02062027837192,129.60183715820312,19829200,0.0,0.0,3811.14990234375,27.950000762939453,304.8503112792969
2021-03-01 00:00:00-05:00,131.67127630286743,133.3092421087192,130.75541723008263,132.53428649902344,14845500,0.0,0.0,3901.820068359375,23.350000381469727,314.02081298828125
2021-03-02 00:00:00-05:00,132.16444877709827,133.6615113893449,131.95309354441903,132.10279846191406,14221700,0.0,0.0,3870.2900390625,24.100000381469727,308.9842529296875
2021-03-03 00:00:00-05:00,133.17718672244283,136.4795372105624,132.81613994808865,134.65664672851562,14324100,0.0,0.0,3819.719970703125,26.670000076293945,300.0175476074219
2021-03-04 00:00:00-05:00,134.392414752408,135.95112746682216,130.87871007409666,132.58712768554688,20093900,0.0,0.0,3768.469970703125,28.56999969482422,295.1072082519531
2021-03-05 00:00:00-05:00,134.92963137974098,135.16740436410242,130.3063409535566,132.8953857421875,18465100,0.0,0.0,3841.93994140625,24.65999984741211,299.5517883300781
2021-03-08 00:00:00-05:00,134.26916878794182,136.90224774789667,132.7544896224071,134.65664672851562,17133300,0.0,0.0,3821.35009765625,25.469999313354492,291.07012939453125
2021-03-09 00:00:00-05:00,133.41492750341672,135.8366506099144,131.93548129189443,133.70553588867188,16238800,0.0,0.0,3875.43994140625,24.030000686645508,302.55035400390625
2021-03-10 00:00:00-05:00,133.77599912230127,137.51866242665082,133.42374039598465,136.6116180419922,14342200,0.0,0.0,3898.81005859375,22.559999465942383,301.68670654296875
2021-03-11 00:00:00-05:00,135.71336267683088,137.50983498623822,135.05289274233925,135.89830017089844,11771500,0.0,0.0,3939.340087890625,21.90999984741211,308.6348876953125
2021-03-12 00:00:00-05:00,138.1351080623667,138.81319440031777,136.55879214340226,137.50985717773438,12849500,0.0,0.0,3943.340087890625,20.690000534057617,306.1311950683594
2021-03-15 00:00:00-04:00,137.68600673433355,138.18795702723799,135.58130920179673,136.82298278808594,12101100,0.0,0.0,3968.93994140625,20.030000686645508,309.40155029296875
2021-03-16 00:00:00-04:00,135.6957626483001,136.1448908574592,134.0225773219457,135.18499755859375,12805600,0.0,0.0,3962.7099609375,19.790000915527344,311.099853515625
2021-03-17 00:00:00-04:00,136.79655744647064,138.1527301795073,134.77992808182782,136.57640075683594,13952400,0.0,0.0,3974.1201171875,19.229999542236328,312.38079833984375
2021-03-18 00:00:00-04:00,138.78678995642792,142.38855036687198,138.3552779841975,138.830810546875,21898500,0.0,0.0,3915.4599609375,21.579999923706055,302.8124694824219
2021-03-19 00:00:00-04:00,136.94621934402736,137.32489571858508,133.1419199301348,136.62039184570312,54418800,0.0,0.0,3913.10009765625,20.950000762939453,303.8798522949219
2021-03-22 00:00:00-04:00,134.55974467171816,135.59007616213268,132.63117030352103,132.9481964111328,19944800,0.0,0.0,3940.590087890625,18.8799991607666,309.5785827636719
2021-03-23 00:00:00-04:00,132.3846254960018,133.9609415203398,131.1781711069169,131.6184844970703,17076300,0.0,0.0,3910.52001953125,20.299999237060547,308.22802734375
2021-03-24 00:00:00-04:00,132.093969505924,134.89435520954873,131.97068233854355,132.63995361328125,13079800,0.0,0.0,3889.139892578125,21.200000762939453,303.02960205078125
2021-03-25 00:00:00-04:00,132.09401394366222,134.70947649473055,131.5039956271896,134.33961486816406,15608300,0.0,0.0,3909.52001953125,19.809999465942383,302.5048828125
2021-03-26 00:00:00-04:00,135.88071153000138,136.89342692740183,134.3396147025584,136.57640075683594,16754400,0.0,0.0,3974.5400390625,18.860000610351562,307.0425109863281
2021-03-29 00:00:00-04:00,133.96093747161137,135.37874708254657,133.00985896514882,134.45408630371094,17570300,0.0,0.0,3971.090087890625,20.739999771118164,306.95513916015625
2021-03-30 00:00:00-04:00,136.02158171430852,137.2632549273218,135.51081670700538,136.0391845703125,13184300,0.0,0.0,3958.550048828125,19.610000610351562,305.4101867675781
2021-03-31 00:00:00-04:00,134.9824610258738,136.04802525732185,133.96093081738258,134.05780029296875,16736700,0.0,0.0,3972.889892578125,19.399999618530273,310.0838317871094
2021-04-01 00:00:00-04:00,133.76716914041373,135.4315528019606,133.4589579066724,135.36111450195312,16561500,0.0,0.0,4019.8701171875,17.329999923706055,315.36968994140625
2021-04-05 00:00:00-04:00,136.76956180083403,137.2479085299614,135.17510874757653,136.07862854003906,13508000,0.9,0.0,4077.909912109375,17.90999984741211,321.66595458984375
2021-04-06 00:00:00-04:00,135.34337098878902,136.66323730921602,134.5195713339294,135.12191772460938,13071600,0.0,0.0,4073.93994140625,18.1200008392334,321.4424743652344
2021-04-07 00:00:00-04:00,135.61800271232906,137.50477558686921,135.21937596980314,137.23902893066406,16903500,0.0,0.0,4079.949951171875,17.15999984741211,322.2198181152344
2021-04-08 00:00:00-04:00,136.4152421063897,137.7528152637231,134.91821553363113,137.4073486328125,12335500,0.0,0.0,4097.169921875,16.950000762939453,325.5816955566406
2021-04-09 00:00:00-04:00,138.01855744692156,139.10810393713942,137.2744775763551,138.4348907470703,12122400,0.0,0.0,4128.7998046875,16.690000534057617,327.5541687011719
2021-04-12 00:00:00-04:00,137.8148315371055,139.2941380907228,137.80597827023522,138.142578125,12273400,0.0,0.0,4127.990234375,16.90999984741211,327.1267395019531
2021-04-13 00:00:00-04:00,137.07960460633433,137.47821787766935,135.02451131594526,136.49496459960938,16113600,0.0,0.0,4141.58984375,16.649999618530273,330.94525146484375
2021-04-14 00:00:00-04:00,134.17412369997368,136.26464334923372,133.69577701269915,133.94381713867188,19939600,0.0,0.0,4124.66015625,16.989999771118164,326.9712219238281
2021-04-15 00:00:00-04:00,133.9792429526745,134.8207627671065,132.269630009829,134.794189453125,17694100,0.0,0.0,4170.419921875,16.56999969482422,331.9266357421875
2021-04-16 00:00:00-04:00,136.30007251015704,136.86699241646562,135.25481942395302,135.795166015625,13773400,0.0,0.0,4185.47021484375,16.25,332.3152160644531
2021-04-19 00:00:00-04:00,135.90145553896315,136.3089355462527,134.8384824334046,135.21937561035156,11900200,0.0,0.0,4163.259765625,17.290000915527344,329.27410888671875
2021-04-20 00:00:00-04:00,134.41333253202296,134.42218580025943,131.6761588056715,132.22537231445312,13716700,0.0,0.0,4134.93994140625,18.68000030517578,326.8740234375
2021-04-21 00:00:00-04:00,130.91432501403213,133.41232469030226,130.02851182666313,133.35031127929688,12236700,0.0,0.0,4173.419921875,17.5,329.67242431640625
2021-04-22 00:00:00-04:00,133.07573941277448,133.13775283685536,130.4448726102571,130.5423126220703,15256100,0.0,0.0,4134.97998046875,18.709999084472656,325.69842529296875
2021-04-23 00:00:00-04:00,130.37399184308134,133.87296510634272,129.93995198713216,133.04029846191406,14041900,0.0,0.0,4180.169921875,17.329999923706055,329.7986755371094
2021-04-26 00:00:00-04:00,133.56289142813583,135.05106438993474,133.20857161250657,133.36801147460938,10799100,0.0,0.0,4187.6201171875,17.639999389648438,331.9460754394531
2021-04-27 00:00:00-04:00,133.31488813920456,134.26271476203746,132.96942152787338,133.979248046875,12821200,0.0,0.0,4186.72021484375,17.559999465942383,330.50799560546875
2021-04-28 00:00:00-04:00,135.0245110259385,135.431991079688,134.11212443396582,134.84735107421875,8943700,0.0,0.0,4183.18017578125,17.280000686645508,329.390625
2021-04-29 00:00:00-04:00,136.0077754765901,137.54909556770974,135.70660218227766,137.46937561035156,12976900,0.0,0.0,4211.47021484375,17.610000610351562,330.57611083984375
2021-04-30 00:00:00-04:00,136.50382639352628,136.84929301824783,135.53827968446163,136.24693298339844,11705100,0.0,0.0,4181.169921875,18.610000610351562,328.4093017578125
2021-05-03 00:00:00-04:00,137.16816349980652,137.72621655983326,135.64456389139863,135.84829711914062,11801100,0.0,0.0,4192.66015625,18.309999465942383,326.6602478027344
2021-05-04 00:00:00-04:00,135.41425391041884,137.86796015667355,134.7676140859934,137.72622680664062,12977700,0.0,0.0,4164.66015625,19.479999542236328,320.78179931640625
2021-05-05 00:00:00-04:00,138.1868699828571,140.2065231551377,136.9733101294216,139.53330993652344,10506700,0.0,0.0,4167.58984375,19.149999618530273,319.70330810546875
2021-05-06 00:00:00-04:00,140.0204976169203,142.45648389265153,139.21440436900627,142.34132385253906,13542400,0.0,0.0,4201.6201171875,18.389999389648438,322.11297607421875
2021-05-07 00:00:00-04:00,139.26754896730932,143.05882828894605,139.09038903494468,142.82852172851562,14257800,0.0,0.0,4232.60009765625,16.690000534057617,324.7266845703125
2021-05-10 00:00:00-04:00,143.0588328909906,145.03419255745274,142.72221954716377,142.81080627441406,14014300,0.0,0.0,4188.43017578125,19.65999984741211,316.5259094238281
2021-05-11 00:00:00-04:00,142.68680186801498,143.84721507863,139.99392198227167,140.43682861328125,15451700,0.0,0.0,4152.10009765625,21.84000015258789,316.0887145996094
2021-05-12 00:00:00-04:00,141.38464267819435,142.42104248032396,139.09924304409964,139.47128295898438,14381700,0.0,0.0,4063.0400390625,27.59000015258789,307.9073486328125
2021-05-13 00:00:00-04:00,140.1179314535284,143.90035776316472,139.675024834672,143.058837890625,15395000,0.0,0.0,4112.5,23.1299991607666,310.28790283203125
2021-05-14 00:00:00-04:00,143.84722852790875,145.67200185564892,143.49290859654835,145.28224182128906,10584000,0.0,0.0,4173.85009765625,18.809999465942383,317.13812255859375
2021-05-17 00:00:00-04:00,144.71532226907541,146.02633575533164,144.4141489748432,145.86688232421875,9886800,0.0,0.0,4163.2900390625,19.719999313354492,315.21417236328125
2021-05-18 00:00:00-04:00,145.87571576174525,146.6020890959109,143.71434284126835,143.81178283691406,11098100,0.0,0.0,4127.830078125,21.34000015258789,313.0862731933594
2021-05-19 00:00:00-04:00,142.61593890422935,142.77537880766056,140.52541901068994,142.71337890625,13278900,0.0,0.0,4115.68017578125,22.18000030517578,313.4458312988281
2021-05-20 00:00:00-04:00,142.4653778076172,143.37776457353948,141.30496435871254,142.4653778076172,10426000,0.0,0.0,4159.1201171875,20.670000076293945,319.5088806152344
2021-05-21 00:00:00-04:00,142.9171303495358,144.5824638625723,142.56281039701048,144.08641052246094,10249000,0.0,0.0,4155.85986328125,20.149999618530273,317.7405090332031
2021-05-24 00:00:00-04:00,144.70643536652634,145.4770884745339,143.60802220491843,144.86587524414062,9440300,0.0,0.0,4197.0498046875,18.399999618530273,323.0846252441406
2021-05-25 00:00:00-04:00,145.1404922943869,146.77923853754592,143.11197258009204,143.36886596679688,12609100,0.0,0.0,4188.1298828125,18.84000015258789,323.5315246582031
2021-05-26 00:00:00-04:00,144.89250117871308,145.04308783146945,142.89055428767546,143.35118103027344,13058300,0.0,0.0,4195.990234375,17.360000610351562,324.65869140625
2021-05-27 00:00:00-04:00,145.2290711518486,145.93772441374594,144.00665812942333,145.58340454101562,15707500,0.0,0.0,4200.8798828125,16.739999771118164,323.4442138671875
2021-05-28 00:00:00-04:00,145.87570836043355,146.1060284383306,144.61785526365065,145.4859619140625,10291300,0.0,0.0,4204.10986328125,16.760000228881836,324.46435546875
2021-06-01 00:00:00-04:00,146.92985626059428,147.85110971518804,146.5843895942314,147.0893096923828,9445400,0.0,0.0,4202.0400390625,17.899999618530273,323.3857727050781
2021-06-02 00:00:00-04:00,148.16110234733893,148.32055574261042,146.62864938508622,147.09812927246094,10498600,0.0,0.0,4208.1201171875,17.479999542236328,324.01739501953125
2021-06-03 00:00:00-04:00,146.52235876041894,148.15225173889317,145.85799888715036,147.19557189941406,13354400,0.0,0.0,4192.85009765625,18.040000915527344,320.6457824707031
2021-06-04 00:00:00-04:00,147.23102016346556,147.63848667247194,146.1857535429855,147.43475341796875,8510800,0.0,0.0,4229.89013671875,16.420000076293945,326.0870666503906
2021-06-07 00:00:00-04:00,147.9307605059146,148.01934720620383,146.28314790213753,146.7437744140625,7267200,0.0,0.0,4226.52001953125,16.420000076293945,327.0586853027344
2021-06-08 00:00:00-04:00,145.7074198162014,146.83239286135543,144.52928662462668,146.1591796875,10370700,0.0,0.0,4227.259765625,17.06999969482422,327.214111328125
2021-06-09 00:00:00-04:00,145.39738480678477,145.46825148802247,143.7497716382106,144.33441162109375,12377400,0.0,0.0,4219.5498046875,17.889999389648438,327.2918701171875
2021-06-10 00:00:00-04:00,145.59226861133575,146.3717886089139,142.00472218885713,142.08444213867188,12119400,0.0,0.0,4239.18017578125,16.100000381469727,330.702392578125
2021-06-11 00:00:00-04:00,142.11101282572625,142.79309281098625,140.89745300176443,141.98699951171875,13683800,0.0,0.0,4247.43994140625,15.649999618530273,331.5671081542969
2021-06-14 00:00:00-04:00,141.86297707985736,142.02243048272572,138.77149769492473,139.5775909423828,19917900,0.0,0.0,4255.14990234375,16.389999389648438,334.7444763183594
2021-06-15 00:00:00-04:00,138.80693493292355,139.00181493114965,136.53040188664625,137.4604949951172,24485500,0.0,0.0,4246.58984375,17.020000457763672,332.5582275390625
2021-06-16 00:00:00-04:00,137.06188067237764,139.62188042953358,135.6268675296592,138.42604064941406,25321200,0.0,0.0,4223.7001953125,18.149999618530273,331.3436279296875
2021-06-17 00:00:00-04:00,139.16126807945932,139.48016139263265,133.9792551195019,134.43101501464844,29722400,0.0,0.0,4221.85986328125,17.75,335.55096435546875
2021-06-18 00:00:00-04:00,132.25190645696793,132.60622631162238,130.71058670470532,131.02947998046875,43595700,0.0,0.0,4166.4501953125,20.700000762939453,332.917724609375
2021-06-21 00:00:00-04:00,132.05702898291077,133.93494857772887,132.00388235534967,133.25286865234375,18664800,0.0,0.0,4224.7900390625,17.889999389648438,334.98681640625
2021-06-22 00:00:00-04:00,133.40344994523085,133.73119644652763,131.68497047579527,133.0579833984375,14251200,0.0,0.0,4246.43994140625,16.65999984741211,338.1094665527344
2021-06-23 00:00:00-04:00,133.04918892012893,134.67908256424607,132.95174889159793,133.8641357421875,12733300,0.0,0.0,4241.83984375,16.31999969482422,338.2748107910156
2021-06-24 00:00:00-04:00,134.5727560828357,135.6357293487803,133.95268947073788,135.0953826904297,13733200,0.0,0.0,4266.490234375,15.970000267028809,340.3663024902344
2021-06-25 00:00:00-04:00,135.16627062917465,136.8581775568327,134.3513238799353,136.45956420898438,15484900,0.0,0.0,4280.7001953125,15.619999885559082,339.9480285644531
2021-06-28 00:00:00-04:00,136.14948341870925,136.84041661960097,134.74989696867732,136.70755004882812,14125800,0.0,0.0,4290.60986328125,15.760000228881836,344.0822448730469
2021-06-29 00:00:00-04:00,137.3010454953261,138.4614586204309,136.06976569250935,136.53924560546875,14528700,0.0,0.0,4291.7998046875,16.020000457763672,345.3274841308594
2021-06-30 00:00:00-04:00,136.19378864055014,138.25773515704287,136.1583620574047,137.77938842773438,12531000,0.0,0.0,4297.5,15.829999923706055,344.78277587890625
2021-07-01 00:00:00-04:00,138.41715093585697,139.19667079359778,137.67307117152365,139.14352416992188,10479400,0.0,0.0,4319.93994140625,15.479999542236328,344.9189758300781
2021-07-02 00:00:00-04:00,138.9386126479669,139.26826144123103,138.199149325372,139.0098876953125,11424000,0.9,0.0,4352.33984375,15.069999694824219,348.878173828125
2021-07-06 00:00:00-04:00,138.78720681173385,138.78720681173385,135.7313645560742,136.6757354736328,15083400,0.0,0.0,4343.5400390625,16.440000534057617,350.3859558105469
2021-07-07 00:00:00-04:00,135.4284078362779,137.4507950181096,135.01859326729755,136.8360595703125,12271800,0.0,0.0,4358.1298828125,16.200000762939453,351.125244140625
2021-07-08 00:00:00-04:00,135.0720567651414,135.89169956178634,133.67330920518603,134.4751434326172,17834600,0.0,0.0,4320.81982421875,19.0,349.00457763671875
2021-07-09 00:00:00-04:00,136.35496195251878,139.11679877223384,135.93622952985464,138.77825927734375,13694500,0.0,0.0,4369.5498046875,16.18000030517578,351.18365478515625
2021-07-12 00:00:00-04:00,137.51318497051886,141.79849794639946,137.14790536444988,140.76502990722656,19940400,0.0,0.0,4384.6298828125,16.170000076293945,352.55517578125
2021-07-13 00:00:00-04:00,139.0277314933646,140.22155813497355,136.7558882850728,138.67135620117188,22671700,0.0,0.0,4369.2099609375,17.1200008392334,352.55517578125
2021-07-14 00:00:00-04:00,138.93863642276264,140.12355879828436,136.26588286441137,138.1991729736328,14622800,0.0,0.0,4374.2998046875,16.329999923706055,353.1875915527344
2021-07-15 00:00:00-04:00,137.11223212823683,139.45535008984723,136.9340513025068,138.5020751953125,11539300,0.0,0.0,4360.02978515625,17.010000228881836,350.7069396972656
2021-07-16 00:00:00-04:00,138.9475603907228,139.23264704705653,134.5464238300087,135.33934020996094,14002700,0.0,0.0,4327.16015625,18.450000762939453,347.8664245605469
2021-07-19 00:00:00-04:00,132.34586920877138,133.47733885457902,129.815665397487,130.93821716308594,22172900,0.0,0.0,4258.490234375,22.5,345.0162048339844
2021-07-20 00:00:00-04:00,130.53727316719028,134.63548668039795,130.36799661878015,133.37930297851562,15385200,0.0,0.0,4323.06005859375,19.729999542236328,349.0240478515625
2021-07-21 00:00:00-04:00,135.4640733766617,136.8895339017644,134.849337832586,136.1857147216797,12356700,0.0,0.0,4358.68994140625,17.90999984741211,351.71868896484375
2021-07-22 00:00:00-04:00,136.20353308256816,136.70244493213636,133.61095872749584,134.4662322998047,9913300,0.0,0.0,4367.47998046875,17.690000534057617,354.04351806640625
2021-07-23 00:00:00-04:00,134.95623824879223,136.16788712366568,133.86041304987074,134.20787048339844,9666100,0.0,0.0,4411.7900390625,17.200000762939453,358.1778869628906
2021-07-26 00:00:00-04:00,133.80696398857532,135.3838925064186,133.78914182384207,135.10769653320312,8208000,0.0,0.0,4422.2998046875,17.579999923706055,358.4599914550781
2021-07-27 00:00:00-04:00,133.9940530949643,135.85608192621103,133.45951048613867,134.9295196533203,11218700,0.0,0.0,4401.4599609375,19.360000610351562,354.510498046875
2021-07-28 00:00:00-04:00,135.67785989625256,136.10551020962097,134.42167618442062,135.1522216796875,9217300,0.0,0.0,4400.64013671875,18.309999465942383,355.8724365234375
2021-07-29 00:00:00-04:00,136.43513748144846,137.0855036029361,135.33931250523568,136.31040954589844,9063500,0.0,0.0,4419.14990234375,17.700000762939453,356.50469970703125
2021-07-30 00:00:00-04:00,135.93624774398745,136.907344941847,134.70677675574072,135.2235107421875,9805200,0.0,0.0,4395.259765625,18.239999771118164,354.646728515625
2021-08-02 00:00:00-04:00,135.4462282826304,137.602247667399,134.59095483122,134.68003845214844,10203200,0.0,0.0,4387.16015625,19.459999084472656,354.6758728027344
2021-08-03 00:00:00-04:00,135.37496788683222,136.59553461521213,133.21004398386447,136.21243286132812,10394800,0.0,0.0,4423.14990234375,18.040000915527344,356.8257751464844
2021-08-04 00:00:00-04:00,134.75132066610402,136.64006209980127,134.44841186906336,134.74241638183594,10155000,0.0,0.0,4402.66015625,17.969999313354492,357.3412780761719
2021-08-05 00:00:00-04:00,135.66896711140254,136.92516452403135,135.4284154890353,136.44406127929688,9151500,0.0,0.0,4429.10009765625,17.280000686645508,359.60791015625
2021-08-06 00:00:00-04:00,138.26153167541773,140.60464977381957,138.19025662209955,140.31954956054688,13328800,0.0,0.0,4436.52001953125,16.149999618530273,358.031982421875
2021-08-09 00:00:00-04:00,140.33738264461587,141.25502693672527,138.89408649266537,140.16810607910156,9516900,0.0,0.0,4432.35009765625,16.719999313354492,358.6934509277344
