Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,snp500,vix_close,qqq_close,close,log_ret,rv_5,snp500_change,vix_change,qqq_change,earnings_week
2021-04-12 04:00:00+00:00,281.1702137900447,284.34722510174055,280.80737601814786,283.8870544433594,3556800,0.0,0.0,4127.990234375,,326.71466064453125,283.8870544433594,0.0048747953774730705,0.1325768186543254,-0.00019607884876882142,0.0,-0.0013054372384507795,0
2021-04-13 04:00:00+00:00,283.65698057879223,283.98441232674094,280.53306456782434,283.54193115234375,3635100,0.0,0.0,4141.58984375,,330.5284729003906,283.54193115234375,-0.001216445907186282,0.11884854949845748,0.0032944868090414303,0.0,0.011673220443599419,0
2021-04-14 04:00:00+00:00,282.9312912871009,285.5773469467164,282.5596222424514,283.20562744140625,3440600,0.0,0.0,4124.66015625,,326.5594787597656,283.20562744140625,-0.0011867849991077431,0.10686861684620752,-0.004087726727828533,0.0,-0.012008024923835015,0
2021-04-15 04:00:00+00:00,283.3737783331463,286.19681030852445,283.232181120414,285.61273193359375,3508200,0.0,0.0,4170.419921875,,331.5086975097656,285.61273193359375,0.008463576540145191,0.10990385503747856,0.01109419052516647,0.0,0.015155642606965669,0
2021-04-16 04:00:00+00:00,287.47120074595273,290.8606220737059,286.67473993754516,290.3384704589844,6213100,0.0,0.0,4185.47021484375,,331.89678955078125,290.3384704589844,0.016410572845231647,0.11720108545402924,0.0036088195555097347,0.0,0.0011706843408059164,0
2021-04-19 04:00:00+00:00,288.93130800289083,291.0021163671637,288.00210847002995,289.2499084472656,4494300,0.0,0.0,4163.259765625,,328.8594055175781,289.2499084472656,-0.0037563323603663967,0.13467396631214204,-0.005306560094486046,0.0,-0.009151592087751736,0
2021-04-20 04:00:00+00:00,288.497744199272,289.99333282515227,285.0994918029072,286.6924133300781,4462900,0.0,0.0,4134.93994140625,,326.46246337890625,286.6924133300781,-0.008881139067525563,0.16089581676717707,-0.006802319771775922,0.0,-0.007288653140084089,0
2021-04-21 04:00:00+00:00,287.5773601123727,290.18800986958934,286.6304709151599,288.4534912109375,3740100,0.0,0.0,4173.419921875,,329.2572021484375,288.4534912109375,0.006123953489824582,0.1595376078995718,0.009306055472153574,0.0,0.008560674144909353,0
2021-04-22 04:00:00+00:00,288.6747512073036,288.8782752787767,282.1614137750612,284.4800109863281,4875000,0.0,0.0,4134.97998046875,,325.2882385253906,284.4800109863281,-0.01387087303384929,0.19263786328966612,-0.009210657476561801,0.0,-0.012054295539016269,0
2021-04-23 04:00:00+00:00,285.1260462368696,288.0818174993301,282.81628026106506,286.6304931640625,3405700,0.0,0.0,4180.169921875,,329.3834228515625,286.6304931640625,0.007530915035727488,0.14776108011844008,0.010928696540176919,0.0,0.012589401770984221,0
2021-04-26 04:00:00+00:00,286.4445593197332,286.72775370628506,282.58613707885104,283.1790466308594,2848500,0.0,0.0,4187.6201171875,,331.528076171875,283.1790466308594,-0.01211453478330643,0.16310393078079624,0.001782270924804541,0.0,0.006511114924198758,0
